name,code,region,district,centro_pob
061002 .::. Chancay,61002,,,25
061003 .::. Eduardo Villanueva,61003,,,11
061004 .::. Gregorio Pita,61004,,,44
061005 .::. Ichocan,61005,,,15
061006 .::. Jose Manuel Quiroz,61006,,,47
061007 .::. Jose Sabogal,61007,,,64
0611 .::. San Miguel,611,,13,422
061101 .::. San Miguel,61101,,,58
061102 .::. Bolivar,61102,,,34
061103 .::. Calquis,61103,,,23
061104 .::. Catilluc,61104,,,21
061105 .::. El Prado,61105,,,15
061106 .::. La Florida,61106,,,28
061107 .::. Llapa,61107,,,25
061108 .::. Nanchoc,61108,,,45
061109 .::. Niepos,61109,,,42
061110 .::. San Gregorio,61110,,,47
061111 .::. San Silvestre De Cochan,61111,,,34
061112 .::. Tongod,61112,,,19
061113 .::. Union Agua Blanca,61113,,,31
0612 .::. San Pablo,612,,4,107
061201 .::. San Pablo,61201,,,45
061202 .::. San Bernardino,61202,,,27
061203 .::. San Luis,61203,,,16
061204 .::. Tumbaden,61204,,,19
0613 .::. Santa Cruz,613,,11,321
061301 .::. Santa Cruz,61301,,,54
061302 .::. Andabamba,61302,,,13
061303 .::. Catache,61303,,,74
061304 .::. Chancaybaños,61304,,,30
061305 .::. La Esperanza,61305,,,34
061306 .::. Ninabamba,61306,,,13
061307 .::. Pulan,61307,,,31
061308 .::. Saucepampa,61308,,,10
061309 .::. Sexi,61309,,,35
061310 .::. Uticyacu,61310,,,10
061311 .::. Yauyucan,61311,,,17
07 .::. Callao,7,1,6,0
0701 .::. Prov. Const. del Callao,701,,6,0
070101 .::. Callao,70101,,,0
070102 .::. Bellavista,70102,,,0
070103 .::. Carmen De La Legua Reynoso,70103,,,0
070104 .::. La Perla,70104,,,0
070105 .::. La Punta,70105,,,0
070106 .::. Ventanilla,70106,,,0
08 .::. Cusco,8,13,108,919
0801 .::. Cusco,801,,8,14
080101 .::. Cusco,80101,,,7
080102 .::. Ccorca,80102,,,7
080103 .::. Poroy,80103,,,0
080104 .::. San Jeronimo,80104,,,0
080105 .::. San Sebastian,80105,,,0
080106 .::. Santiago,80106,,,0
080107 .::. Saylla,80107,,,0
080108 .::. Wanchaq,80108,,,0
0802 .::. Acomayo,802,,7,17
080201 .::. Acomayo,80201,,,0
080202 .::. Acopia,80202,,,0
080203 .::. Acos,80203,,,0
080204 .::. Mosoc Llacta,80204,,,0
080205 .::. Pomacanchi,80205,,,0
080206 .::. Rondocan,80206,,,12
080207 .::. Sangarara,80207,,,5
0803 .::. Anta,803,,9,228
080301 .::. Anta,80301,,,12
080302 .::. Ancahuasi,80302,,,30
080303 .::. Cachimayo,80303,,,1
080304 .::. Chinchaypujio,80304,,,23
080305 .::. Huarocondo,80305,,,67
080306 .::. Limatambo,80306,,,58
080307 .::. Mollepata,80307,,,28
080308 .::. Pucyura,80308,,,0
080309 .::. Zurite,80309,,,9
0804 .::. Calca,804,,8,209
080401 .::. Calca,80401,,,31
080402 .::. Coya,80402,,,4
080403 .::. Lamay,80403,,,10
080404 .::. Lares,80404,,,34
080405 .::. Pisac,80405,,,8
080406 .::. San Salvador,80406,,,9
080407 .::. Taray,80407,,,5
080408 .::. Yanatile,80408,,,108
0805 .::. Canas,805,,8,12
080501 .::. Yanaoca,80501,,,0
080502 .::. Checca,80502,,,11
080503 .::. Kunturkanki,80503,,,1
080504 .::. Langui,80504,,,0
080505 .::. Layo,80505,,,0
080506 .::. Pampamarca,80506,,,0
080507 .::. Quehue,80507,,,0
080508 .::. Tupac Amaru,80508,,,0
0806 .::. Canchis,806,,8,61
080601 .::. Sicuani,80601,,,29
080602 .::. Checacupe,80602,,,0
080603 .::. Combapata,80603,,,0
080604 .::. Marangani,80604,,,0
080605 .::. Pitumarca,80605,,,32
080606 .::. San Pablo,80606,,,0
080607 .::. San Pedro,80607,,,0
080608 .::. Tinta,80608,,,0
0807 .::. Chumbivilcas,807,,8,42
080701 .::. Santo Tomas,80701,,,1
080702 .::. Capacmarca,80702,,,0
080703 .::. Chamaca,80703,,,1
080704 .::. Colquemarca,80704,,,4
080705 .::. Livitaca,80705,,,16
080706 .::. Llusco,80706,,,0
080707 .::. Quiñota,80707,,,0
080708 .::. Velille,80708,,,20
0808 .::. Espinar,808,,8,160
080801 .::. Espinar,80801,,,15
080802 .::. Condoroma,80802,,,28
080803 .::. Coporaque,80803,,,86
080804 .::. Ocoruro,80804,,,1
080805 .::. Pallpata,80805,,,26
080806 .::. Pichigua,80806,,,4
080807 .::. Suyckutambo,80807,,,0
080808 .::. Alto Pichigua,80808,,,0
0809 .::. La Convención,809,,10,94
080901 .::. Santa Ana,80901,,,4
080902 .::. Echarate,80902,,,10
080903 .::. Huayopata,80903,,,19
080904 .::. Maranura,80904,,,3
080905 .::. Ocobamba,80905,,,7
080906 .::. Quellouno,80906,,,13
080907 .::. Kimbiri,80907,,,0
080908 .::. Santa Teresa,80908,,,33
080909 .::. Vilcabamba,80909,,,5
080910 .::. Pichari,80910,,,0
0810 .::. Paruro,810,,9,27
081001 .::. Paruro,81001,,,0
081002 .::. Accha,81002,,,0
081003 .::. Ccapi,81003,,,1
081004 .::. Colcha,81004,,,0
081005 .::. Huanoquite,81005,,,26
081006 .::. Omacha,81006,,,0
081007 .::. Paccaritambo,81007,,,0
081008 .::. Pillpinto,81008,,,0
081009 .::. Yaurisque,81009,,,0
0811 .::. Paucartambo,811,,6,15
081101 .::. Paucartambo,81101,,,3
081102 .::. Caicay,81102,,,1
081103 .::. Challabamba,81103,,,11
081104 .::. Colquepata,81104,,,0
081105 .::. Huancarani,81105,,,0
081106 .::. Kosñipata,81106,,,0
0812 .::. Quispicanchi,812,,12,32
081201 .::. Urcos,81201,,,0
081202 .::. Andahuaylillas,81202,,,0
081203 .::. Camanti,81203,,,0
081204 .::. Ccarhuayo,81204,,,0
081205 .::. Ccatca,81205,,,31
081206 .::. Cusipata,81206,,,0
081207 .::. Huaro,81207,,,0
081208 .::. Lucre,81208,,,0
081209 .::. Marcapata,81209,,,1
081210 .::. Ocongate,81210,,,0
081211 .::. Oropesa,81211,,,0
081212 .::. Quiquijana,81212,,,0
0813 .::. Urubamba,813,,7,8
081301 .::. Urubamba,81301,,,0
081302 .::. Chinchero,81302,,,0
081303 .::. Huayllabamba,81303,,,0
081304 .::. Machupicchu,81304,,,8
081305 .::. Maras,81305,,,0
081306 .::. Ollantaytambo,81306,,,0
081307 .::. Yucay,81307,,,0
09 .::. Huancavelica,9,7,95,6436
0901 .::. Huancavelica,901,,19,1149
090101 .::. Huancavelica,90101,,,74
090102 .::. Acobambilla,90102,,,35
090103 .::. Acoria,90103,,,169
090104 .::. Conayca,90104,,,19
090105 .::. Cuenca,90105,,,65
090106 .::. Huachocolpa,90106,,,61
090107 .::. Huayllahuara,90107,,,35
090108 .::. Izcuchaca,90108,,,12
090109 .::. Laria,90109,,,48
090110 .::. Manta,90110,,,79
090111 .::. Mariscal Caceres,90111,,,1
090112 .::. Moya,90112,,,26
090113 .::. Nuevo Occoro,90113,,,124
090114 .::. Palca,90114,,,64
090115 .::. Pilchaca,90115,,,15
090116 .::. Vilca,90116,,,48
090117 .::. Yauli,90117,,,98
090118 .::. Ascension,90118,,,55
090119 .::. Huando,90119,,,121
0902 .::. Acobamba,902,,8,367
090201 .::. Acobamba,90201,,,60
090202 .::. Andabamba,90202,,,39
090203 .::. Anta,90203,,,50
090204 .::. Caja,90204,,,46
090205 .::. Marcas,90205,,,20
090206 .::. Paucara,90206,,,81
090207 .::. Pomacocha,90207,,,25
090208 .::. Rosario,90208,,,46
0903 .::. Angaraes,903,,12,574
090301 .::. Lircay,90301,,,236
090302 .::. Anchonga,90302,,,47
090303 .::. Callanmarca,90303,,,7
090304 .::. Ccochaccasa,90304,,,40
090305 .::. Chincho,90305,,,21
090306 .::. Congalla,90306,,,83
090307 .::. Huanca-huanca,90307,,,25
090308 .::. Huayllay Grande,90308,,,15
090309 .::. Julcamarca,90309,,,20
090310 .::. San Antonio De Antaparco,90310,,,15
090311 .::. Santo Tomas De Pata,90311,,,34
090312 .::. Secclla,90312,,,31
0904 .::. Castrovirreyna,904,,13,1538
090401 .::. Castrovirreyna,90401,,,178
090402 .::. Arma,90402,,,237
090403 .::. Aurahua,90403,,,179
090404 .::. Capillas,90404,,,183
090405 .::. Chupamarca,90405,,,61
090406 .::. Cocas,90406,,,42
090407 .::. Huachos,90407,,,117
090408 .::. Huamatambo,90408,,,47
090409 .::. Mollepampa,90409,,,121
090410 .::. San Juan,90410,,,40
090411 .::. Santa Ana,90411,,,201
090412 .::. Tantara,90412,,,47
090413 .::. Ticrapo,90413,,,85
0905 .::. Churcampa,905,,11,510
090501 .::. Churcampa,90501,,,82
090502 .::. Anco,90502,,,89
090503 .::. Chinchihuasi,90503,,,51
090504 .::. El Carmen,90504,,,48
090505 .::. La Merced,90505,,,6
090506 .::. Locroja,90506,,,29
090507 .::. Paucarbamba,90507,,,69
090508 .::. San Miguel De Mayocc,90508,,,12
090509 .::. San Pedro De Coris,90509,,,35
090510 .::. Pachamarca,90510,,,53
090511 .::. Cosme,90511,,,36
0906 .::. Huaytará,906,,16,1440
090601 .::. Huaytara,90601,,,83
090602 .::. Ayavi,90602,,,37
090603 .::. Cordova,90603,,,84
090604 .::. Huayacundo Arma,90604,,,26
090605 .::. Laramarca,90605,,,66
090606 .::. Ocoyo,90606,,,74
090607 .::. Pilpichaca,90607,,,353
090608 .::. Querco,90608,,,62
090609 .::. Quito-arma,90609,,,61
090610 .::. San Antonio De Cusicancha,90610,,,147
090611 .::. San Francisco De Sangayaico,90611,,,26
090612 .::. San Isidro,90612,,,48
090613 .::. Santiago De Chocorvos,90613,,,195
090614 .::. Santiago De Quirahuara,90614,,,59
090615 .::. Santo Domingo De Capillas,90615,,,54
090616 .::. Tambo,90616,,,65
0907 .::. Tayacaja,907,,16,858
090701 .::. Pampas,90701,,,38
090702 .::. Acostambo,90702,,,52
090703 .::. Acraquia,90703,,,33
090704 .::. Ahuaycha,90704,,,38
090705 .::. Colcabamba,90705,,,205
090706 .::. Daniel Hernandez,90706,,,42
090707 .::. Huachocolpa,90707,,,26
090709 .::. Huaribamba,90709,,,66
090710 .::. ÑAhuimpuquio,90710,,,11
090711 .::. Pazos,90711,,,34
090713 .::. Quishuar,90713,,,17
090714 .::. Salcabamba,90714,,,49
090715 .::. Salcahuasi,90715,,,30
090716 .::. San Marcos De Rocchac,90716,,,47
090717 .::. Surcubamba,90717,,,97
090718 .::. Tintay Puncu,90718,,,73
10 .::. Huánuco,10,11,77,460
1001 .::. Huánuco,1001,,12,94
100101 .::. Huanuco,100101,,,9
100102 .::. Amarilis,100102,,,17
100103 .::. Chinchao,100103,,,0
100104 .::. Churubamba,100104,,,0
100105 .::. Margos,100105,,,33
100106 .::. Quisqui (kichki),100106,,,0
100107 .::. San Francisco De Cayran,100107,,,4
100108 .::. San Pedro De Chaulan,100108,,,23
100109 .::. Santa Maria Del Valle,100109,,,0
100110 .::. Yarumayo,100110,,,1
100111 .::. Pillco Marca,100111,,,0
100112 .::. Yacus,100112,,,7
1002 .::. Ambo,1002,,8,23
100201 .::. Ambo,100201,,,0
100202 .::. Cayna,100202,,,8
100203 .::. Colpas,100203,,,6
100204 .::. Conchamarca,100204,,,0
100205 .::. Huacar,100205,,,9
100206 .::. San Francisco,100206,,,0
100207 .::. San Rafael,100207,,,0
100208 .::. Tomay Kichwa,100208,,,0
1003 .::. Dos de Mayo,1003,,9,11
100301 .::. La Union,100301,,,1
100307 .::. Chuquis,100307,,,0
100311 .::. Marias,100311,,,0
100313 .::. Pachas,100313,,,0
100316 .::. Quivilla,100316,,,0
100317 .::. Ripan,100317,,,10
100321 .::. Shunqui,100321,,,0
100322 .::. Sillapata,100322,,,0
100323 .::. Yanas,100323,,,0
1004 .::. Huacaybamba,1004,,4,8
100401 .::. Huacaybamba,100401,,,3
100402 .::. Canchabamba,100402,,,0
100403 .::. Cochabamba,100403,,,5
100404 .::. Pinra,100404,,,0
1005 .::. Huamalíes,1005,,11,38
100501 .::. Llata,100501,,,0
100502 .::. Arancay,100502,,,0
100503 .::. Chavin De Pariarca,100503,,,0
100504 .::. Jacas Grande,100504,,,14
100505 .::. Jircan,100505,,,22
100506 .::. Miraflores,100506,,,0
100507 .::. Monzon,100507,,,2
100508 .::. Punchao,100508,,,0
100509 .::. Puños,100509,,,0
100510 .::. Singa,100510,,,0
100511 .::. Tantamayo,100511,,,0
1006 .::. Leoncio Prado,1006,,6,3
100601 .::. Rupa-rupa,100601,,,0
100602 .::. Daniel Alomia Robles,100602,,,0
100603 .::. Hermilio Valdizan,100603,,,0
100604 .::. Jose Crespo Y Castillo,100604,,,3
100605 .::. Luyando,100605,,,0
100606 .::. Mariano Damaso Beraun,100606,,,0
1007 .::. Marañón,1007,,3,1
100701 .::. Huacrachuco,100701,,,1
100702 .::. Cholon,100702,,,0
100703 .::. San Buenaventura,100703,,,0
1008 .::. Pachitea,1008,,4,8
100801 .::. Panao,100801,,,0
100802 .::. Chaglla,100802,,,0
100803 .::. Molino,100803,,,6
100804 .::. Umari,100804,,,2
1009 .::. Puerto Inca,1009,,5,12
100901 .::. Puerto Inca,100901,,,2
100902 .::. Codo Del Pozuzo,100902,,,3
100903 .::. Honoria,100903,,,0
100904 .::. Tournavista,100904,,,0
100905 .::. Yuyapichis,100905,,,7
1010 .::. Lauricocha ,1010,,7,234
101001 .::. Jesus,101001,,,66
101002 .::. Baños,101002,,,7
101003 .::. Jivia,101003,,,10
101004 .::. Queropalca,101004,,,0
101005 .::. Rondos,101005,,,31
101006 .::. San Francisco De Asis,101006,,,25
101007 .::. San Miguel De Cauri,101007,,,95
1011 .::. Yarowilca ,1011,,8,28
101101 .::. Chavinillo,101101,,,5
101102 .::. Cahuac,101102,,,0
101103 .::. Chacabamba,101103,,,7
101104 .::. Aparicio Pomares,101104,,,0
101105 .::. Jacas Chico,101105,,,6
101106 .::. Obas,101106,,,9
101107 .::. Pampamarca,101107,,,1
101108 .::. Choras,101108,,,0
11 .::. Ica,11,5,43,1266
1101 .::. Ica ,1101,,14,387
110101 .::. Ica,110101,,,8
110102 .::. La Tinguiña,110102,,,28
110103 .::. Los Aquijes,110103,,,26
110104 .::. Ocucaje,110104,,,20
110105 .::. Pachacutec,110105,,,24
110106 .::. Parcona,110106,,,19
110107 .::. Pueblo Nuevo,110107,,,21
110108 .::. Salas,110108,,,77
110109 .::. San Jose De Los Molinos,110109,,,33
110110 .::. San Juan Bautista,110110,,,31
110111 .::. Santiago,110111,,,50
110112 .::. Subtanjalla,110112,,,6
110113 .::. Tate,110113,,,8
110114 .::. Yauca Del Rosario,110114,,,36
1102 .::. Chincha ,1102,,11,344
110201 .::. Chincha Alta,110201,,,1
110202 .::. Alto Laran,110202,,,40
110203 .::. Chavin,110203,,,60
110204 .::. Chincha Baja,110204,,,50
110205 .::. El Carmen,110205,,,50
110206 .::. Grocio Prado,110206,,,35
110207 .::. Pueblo Nuevo,110207,,,1
110208 .::. San Juan De Yanac,110208,,,61
110209 .::. San Pedro De Huacarpana,110209,,,27
110210 .::. Sunampe,110210,,,7
110211 .::. Tambo De Mora,110211,,,12
1103 .::. Nasca ,1103,,5,172
110301 .::. Nasca,110301,,,61
110302 .::. Changuillo,110302,,,33
110303 .::. El Ingenio,110303,,,40
110304 .::. Marcona,110304,,,8
110305 .::. Vista Alegre,110305,,,30
1104 .::. Palpa ,1104,,5,165
110401 .::. Palpa,110401,,,45
110402 .::. Llipata,110402,,,14
110403 .::. Rio Grande,110403,,,34
110404 .::. Santa Cruz,110404,,,28
110405 .::. Tibillo,110405,,,44
1105 .::. Pisco ,1105,,8,198
110501 .::. Pisco,110501,,,15
110502 .::. Huancano,110502,,,41
110503 .::. Humay,110503,,,40
110504 .::. Independencia,110504,,,36
110505 .::. Paracas,110505,,,19
110506 .::. San Andres,110506,,,25
110507 .::. San Clemente,110507,,,13
110508 .::. Tupac Amaru Inca,110508,,,9
12 .::. Junín,12,9,122,182
1201 .::. Huancayo ,1201,,28,10
120101 .::. Huancayo,120101,,,0
120104 .::. Carhuacallanga,120104,,,0
120105 .::. Chacapampa,120105,,,0
120106 .::. Chicche,120106,,,1
120107 .::. Chilca,120107,,,3
120108 .::. Chongos Alto,120108,,,0
120111 .::. Chupuro,120111,,,0
120112 .::. Colca,120112,,,0
120113 .::. Cullhuas,120113,,,0
120114 .::. El Tambo,120114,,,0
120116 .::. Huacrapuquio,120116,,,3
120117 .::. Hualhuas,120117,,,0
120119 .::. Huancan,120119,,,0
120120 .::. Huasicancha,120120,,,0
120121 .::. Huayucachi,120121,,,0
120122 .::. Ingenio,120122,,,0
120124 .::. Pariahuanca,120124,,,2
120125 .::. Pilcomayo,120125,,,0
120126 .::. Pucara,120126,,,0
120127 .::. Quichuay,120127,,,0
120128 .::. Quilcas,120128,,,0
120129 .::. San Agustin,120129,,,0
120130 .::. San Jeronimo De Tunan,120130,,,0
120132 .::. Saño,120132,,,1
120133 .::. Sapallanga,120133,,,0
120134 .::. Sicaya,120134,,,0
120135 .::. Santo Domingo De Acobamba,120135,,,0
120136 .::. Viques,120136,,,0
1202 .::. Concepción ,1202,,15,16
120201 .::. Concepcion,120201,,,1
120202 .::. Aco,120202,,,0
120203 .::. Andamarca,120203,,,0
120204 .::. Chambara,120204,,,1
120205 .::. Cochas,120205,,,1
120206 .::. Comas,120206,,,3
120207 .::. Heroinas Toledo,120207,,,2
120208 .::. Manzanares,120208,,,0
120209 .::. Mariscal Castilla,120209,,,4
120210 .::. Matahuasi,120210,,,1
120211 .::. Mito,120211,,,0
120212 .::. Nueve De Julio,120212,,,1
120213 .::. Orcotuna,120213,,,0
120214 .::. San Jose De Quero,120214,,,2
120215 .::. Santa Rosa De Ocopa,120215,,,0
1203 .::. Chanchamayo ,1203,,6,31
120301 .::. Chanchamayo,120301,,,2
120302 .::. Perene,120302,,,0
120303 .::. Pichanaqui,120303,,,0
120304 .::. San Luis De Shuaro,120304,,,1
120305 .::. San Ramon,120305,,,24
120306 .::. Vitoc,120306,,,4
1204 .::. Jauja ,1204,,34,1
120401 .::. Jauja,120401,,,0
120402 .::. Acolla,120402,,,0
120403 .::. Apata,120403,,,1
120404 .::. Ataura,120404,,,0
120405 .::. Canchayllo,120405,,,0
120406 .::. Curicaca,120406,,,0
120407 .::. El Mantaro,120407,,,0
120408 .::. Huamali,120408,,,0
120409 .::. Huaripampa,120409,,,0
120410 .::. Huertas,120410,,,0
120411 .::. Janjaillo,120411,,,0
120412 .::. Julcan,120412,,,0
120413 .::. Leonor Ordoñez,120413,,,0
120414 .::. Llocllapampa,120414,,,0
120415 .::. Marco,120415,,,0
120416 .::. Masma,120416,,,0
120417 .::. Masma Chicche,120417,,,0
120418 .::. Molinos,120418,,,0
120419 .::. Monobamba,120419,,,0
120420 .::. Muqui,120420,,,0
120421 .::. Muquiyauyo,120421,,,0
120422 .::. Paca,120422,,,0
120423 .::. Paccha,120423,,,0
120424 .::. Pancan,120424,,,0
120425 .::. Parco,120425,,,0
120426 .::. Pomacancha,120426,,,0
120427 .::. Ricran,120427,,,0
120428 .::. San Lorenzo,120428,,,0
120429 .::. San Pedro De Chunan,120429,,,0
120430 .::. Sausa,120430,,,0
120431 .::. Sincos,120431,,,0
120432 .::. Tunan Marca,120432,,,0
120433 .::. Yauli,120433,,,0
120434 .::. Yauyos,120434,,,0
1205 .::. Junín ,1205,,4,89
120501 .::. Junin,120501,,,35
120502 .::. Carhuamayo,120502,,,0
120503 .::. Ondores,120503,,,41
120504 .::. Ulcumayo,120504,,,13
1206 .::. Satipo ,1206,,7,18
120601 .::. Satipo,120601,,,13
120602 .::. Coviriali,120602,,,0
120603 .::. Llaylla,120603,,,0
120605 .::. Pampa Hermosa,120605,,,0
120607 .::. Rio Negro,120607,,,0
120608 .::. Rio Tambo,120608,,,0
120699 .::. Mazamari - Pangoa,120699,,,5
1207 .::. Tarma ,1207,,9,4
120701 .::. Tarma,120701,,,0
120702 .::. Acobamba,120702,,,0
120703 .::. Huaricolca,120703,,,0
120704 .::. Huasahuasi,120704,,,0
120705 .::. La Union,120705,,,0
120706 .::. Palca,120706,,,4
120707 .::. Palcamayo,120707,,,0
120708 .::. San Pedro De Cajas,120708,,,0
120709 .::. Tapo,120709,,,0
1208 .::. Yauli ,1208,,10,13
120801 .::. La Oroya,120801,,,0
120802 .::. Chacapalpa,120802,,,0
120803 .::. Huay-huay,120803,,,0
120804 .::. Marcapomacocha,120804,,,6
120805 .::. Morococha,120805,,,0
120806 .::. Paccha,120806,,,1
120807 .::. Santa Barbara De Carhuacayan,120807,,,0
120808 .::. Santa Rosa De Sacco,120808,,,0
120809 .::. Suitucancha,120809,,,0
120810 .::. Yauli,120810,,,6
1209 .::. Chupaca ,1209,,9,0
120901 .::. Chupaca,120901,,,0
120902 .::. Ahuac,120902,,,0
120903 .::. Chongos Bajo,120903,,,0
120904 .::. Huachac,120904,,,0
120905 .::. Huamancaca Chico,120905,,,0
120906 .::. San Juan De Iscos,120906,,,0
120907 .::. San Juan De Jarpa,120907,,,0
120908 .::. Tres De Diciembre,120908,,,0
120909 .::. Yanacancha,120909,,,0
13 .::. La Libertad,13,12,83,214
1301 .::. Trujillo ,1301,,11,7
130101 .::. Trujillo,130101,,,1
130102 .::. El Porvenir,130102,,,0
130103 .::. Florencia De Mora,130103,,,0
130104 .::. Huanchaco,130104,,,1
130105 .::. La Esperanza,130105,,,0
130106 .::. Laredo,130106,,,2
130107 .::. Moche,130107,,,0
130108 .::. Poroto,130108,,,2
130109 .::. Salaverry,130109,,,1
130110 .::. Simbal,130110,,,0
130111 .::. Victor Larco Herrera,130111,,,0
1302 .::. Ascope ,1302,,8,0
130201 .::. Ascope,130201,,,0
130202 .::. Chicama,130202,,,0
130203 .::. Chocope,130203,,,0
130204 .::. Magdalena De Cao,130204,,,0
130205 .::. Paijan,130205,,,0
130206 .::. Razuri,130206,,,0
130207 .::. Santiago De Cao,130207,,,0
130208 .::. Casa Grande,130208,,,0
1303 .::. Bolívar ,1303,,6,2
130301 .::. Bolivar,130301,,,0
130302 .::. Bambamarca,130302,,,0
130303 .::. Condormarca,130303,,,0
130304 .::. Longotea,130304,,,0
130305 .::. Uchumarca,130305,,,2
130306 .::. Ucuncha,130306,,,0
1304 .::. Chepén ,1304,,3,0
130401 .::. Chepen,130401,,,0
130402 .::. Pacanga,130402,,,0
130403 .::. Pueblo Nuevo,130403,,,0
1305 .::. Julcán ,1305,,4,0
130501 .::. Julcan,130501,,,0
130502 .::. Calamarca,130502,,,0
130503 .::. Carabamba,130503,,,0
130504 .::. Huaso,130504,,,0
1306 .::. Otuzco ,1306,,10,0
130601 .::. Otuzco,130601,,,0
130602 .::. Agallpampa,130602,,,0
130604 .::. Charat,130604,,,0
130605 .::. Huaranchal,130605,,,0
130606 .::. La Cuesta,130606,,,0
130608 .::. Mache,130608,,,0
130610 .::. Paranday,130610,,,0
130611 .::. Salpo,130611,,,0
130613 .::. Sinsicap,130613,,,0
130614 .::. Usquil,130614,,,0
1307 .::. Pacasmayo ,1307,,5,0
130701 .::. San Pedro De Lloc,130701,,,0
130702 .::. Guadalupe,130702,,,0
130703 .::. Jequetepeque,130703,,,0
130704 .::. Pacasmayo,130704,,,0
130705 .::. San Jose,130705,,,0
1308 .::. Pataz ,1308,,13,159
130801 .::. Tayabamba,130801,,,41
130802 .::. Buldibuyo,130802,,,11
130803 .::. Chillia,130803,,,3
130804 .::. Huancaspata,130804,,,40
130805 .::. Huaylillas,130805,,,4
130806 .::. Huayo,130806,,,3
130807 .::. Ongon,130807,,,1
130808 .::. Parcoy,130808,,,16
130809 .::. Pataz,130809,,,10
130810 .::. Pias,130810,,,0
130811 .::. Santiago De Challas,130811,,,17
130812 .::. Taurija,130812,,,8
130813 .::. Urpay,130813,,,5
1309 .::. Sánchez Carrión ,1309,,8,46
130901 .::. Huamachuco,130901,,,10
130902 .::. Chugay,130902,,,4
130903 .::. Cochorco,130903,,,4
130904 .::. Curgos,130904,,,5
130905 .::. Marcabal,130905,,,10
130906 .::. Sanagoran,130906,,,0
130907 .::. Sarin,130907,,,2
130908 .::. Sartimbamba,130908,,,11
1310 .::. Santiago de Chuco ,1310,,8,0
131001 .::. Santiago De Chuco,131001,,,0
131002 .::. Angasmarca,131002,,,0
131003 .::. Cachicadan,131003,,,0
131004 .::. Mollebamba,131004,,,0
131005 .::. Mollepata,131005,,,0
131006 .::. Quiruvilca,131006,,,0
131007 .::. Santa Cruz De Chuca,131007,,,0
131008 .::. Sitabamba,131008,,,0
1311 .::. Gran Chimú ,1311,,4,0
131101 .::. Cascas,131101,,,0
131102 .::. Lucma,131102,,,0
131103 .::. Marmot,131103,,,0
131104 .::. Sayapullo,131104,,,0
1312 .::. Virú ,1312,,3,0
131201 .::. Viru,131201,,,0
131202 .::. Chao,131202,,,0
131203 .::. Guadalupito,131203,,,0
14 .::. Lambayeque,14,3,38,1387
1401 .::. Chiclayo ,1401,,20,405
140101 .::. Chiclayo,140101,,,2
140102 .::. Chongoyape,140102,,,47
140103 .::. Eten,140103,,,4
140104 .::. Eten Puerto,140104,,,1
140105 .::. Jose Leonardo Ortiz,140105,,,3
140106 .::. La Victoria,140106,,,28
140107 .::. Lagunas,140107,,,27
140108 .::. Monsefu,140108,,,44
140109 .::. Nueva Arica,140109,,,8
140110 .::. Oyotun,140110,,,29
140111 .::. Picsi,140111,,,14
140112 .::. Pimentel,140112,,,39
140113 .::. Reque,140113,,,18
140114 .::. Santa Rosa,140114,,,3
140115 .::. Saña,140115,,,35
140116 .::. Cayalti,140116,,,16
140117 .::. Patapo,140117,,,26
140118 .::. Pomalca,140118,,,17
140119 .::. Pucala,140119,,,19
140120 .::. Tuman,140120,,,25
1402 .::. Ferreñafe ,1402,,6,344
140201 .::. Ferreñafe,140201,,,21
140202 .::. Cañaris,140202,,,112
140203 .::. Incahuasi,140203,,,102
140204 .::. Manuel Antonio Mesones Muro,140204,,,36
140205 .::. Pitipo,140205,,,62
140206 .::. Pueblo Nuevo,140206,,,11
1403 .::. Lambayeque ,1403,,12,638
140301 .::. Lambayeque,140301,,,47
140302 .::. Chochope,140302,,,16
140303 .::. Illimo,140303,,,21
140304 .::. Jayanca,140304,,,39
140305 .::. Mochumi,140305,,,38
140306 .::. Morrope,140306,,,89
140307 .::. Motupe,140307,,,48
140308 .::. Olmos,140308,,,175
140309 .::. Pacora,140309,,,19
140310 .::. Salas,140310,,,88
140311 .::. San Jose,140311,,,14
140312 .::. Tucume,140312,,,44
15 .::. Lima,15,10,171,4408
1501 .::. Lima ,1501,,43,144
150101 .::. Lima,150101,,,1
150102 .::. Ancon,150102,,,1
150103 .::. Ate,150103,,,1
150104 .::. Barranco,150104,,,1
150105 .::. Breña,150105,,,1
150106 .::. Carabayllo,150106,,,57
150107 .::. Chaclacayo,150107,,,1
150108 .::. Chorrillos,150108,,,1
150109 .::. Cieneguilla,150109,,,8
150110 .::. Comas,150110,,,1
150111 .::. El Agustino,150111,,,1
150112 .::. Independencia,150112,,,1
150113 .::. Jesus Maria,150113,,,1
150114 .::. La Molina,150114,,,1
150115 .::. La Victoria,150115,,,1
150116 .::. Lince,150116,,,1
150117 .::. Los Olivos,150117,,,1
150118 .::. Lurigancho,150118,,,1
150119 .::. Lurin,150119,,,10
150120 .::. Magdalena Del Mar,150120,,,1
150121 .::. Pueblo Libre,150121,,,1
150122 .::. Miraflores,150122,,,1
150123 .::. Pachacamac,150123,,,11
150124 .::. Pucusana,150124,,,4
150125 .::. Puente Piedra,150125,,,1
150126 .::. Punta Hermosa,150126,,,7
150127 .::. Punta Negra,150127,,,2
150128 .::. Rimac,150128,,,1
150129 .::. San Bartolo,150129,,,9
150130 .::. San Borja,150130,,,1
